comparison,dataset,delta_mean_rho,delta_path_length_ratio,delta_risk_exposure,delta_success,episode_id
learned_minus_zero,RELLIS-3D,-2.956590015035232e-07,-1.4795137581735673e-07,-1.5103029856078365e-05,0.0,00003_001102_02
learned_minus_fixed,RELLIS-3D,3.64157037446855e-06,1.0410784243575222e-06,0.00016923699078219556,0.0,00003_001102_02
learned_minus_zero,RELLIS-3D,-1.831514398475953e-07,-1.9863689026955456e-08,-7.778377778322465e-06,0.0,00003_001102_03
learned_minus_fixed,RELLIS-3D,2.3586106289719133e-06,2.974710983094653e-07,0.00010096359378053421,0.0,00003_001102_03
learned_minus_zero,RELLIS-3D,-2.473222867616087e-07,1.597936117869736e-07,-6.4897421161447255e-06,0.0,00003_001102_04
learned_minus_fixed,RELLIS-3D,2.5706370541112022e-06,-1.8532660716052973e-06,6.350520676789984e-05,0.0,00003_001102_04
learned_minus_zero,RELLIS-3D,-2.9538974982701305e-07,1.9721355570823107e-07,-6.495858404065302e-06,0.0,00003_001102_05
learned_minus_fixed,RELLIS-3D,3.4286443139630585e-06,-8.728878863051293e-07,9.791370083078732e-05,0.0,00003_001102_05
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001102_06
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001102_06
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001102_07
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001102_07
learned_minus_zero,RELLIS-3D,8.78213541333217e-07,-6.565881357500913e-07,1.562008675826121e-05,0.0,00003_001124_01
learned_minus_fixed,RELLIS-3D,-1.0000545736854605e-05,7.846782277720621e-06,-0.00017313437998467407,0.0,00003_001124_01
learned_minus_zero,RELLIS-3D,8.728152123271826e-08,1.861582543671858e-08,3.616240643822266e-06,0.0,00003_001124_03
learned_minus_fixed,RELLIS-3D,-1.2858395887493934e-06,-1.906824352859715e-07,-5.168443847836102e-05,0.0,00003_001124_03
learned_minus_zero,RELLIS-3D,2.2499306367995686e-07,-4.853992665587725e-07,-3.9698892706496736e-07,0.0,00003_001124_04
learned_minus_fixed,RELLIS-3D,-3.0974419740759096e-06,6.363778922047203e-06,4.1721850863041254e-08,0.0,00003_001124_04
learned_minus_zero,RELLIS-3D,-2.365436399531795e-07,-7.801395905948638e-07,-1.9589795765995177e-05,0.0,00003_001124_05
learned_minus_fixed,RELLIS-3D,3.3996470548691704e-06,1.0231454868003809e-05,0.00026603711760841975,0.0,00003_001124_05
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_00
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_00
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_01
learned_minus_fixed,RELLIS-3D,-3.428654693493627e-09,5.356526955324625e-08,1.418916436790596e-06,0.0,00003_001185_01
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_03
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_03
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_04
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_04
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_05
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001185_05
learned_minus_zero,RELLIS-3D,-2.134563747979712e-09,3.84754461624226e-09,-6.293845444815815e-10,0.0,00003_001185_06
learned_minus_fixed,RELLIS-3D,5.438935662960276e-08,3.5641650431017524e-07,1.0129903433409027e-05,0.0,00003_001185_06
learned_minus_zero,RELLIS-3D,-1.131709614909937e-08,5.693963300856808e-09,-2.755092562978234e-07,0.0,00003_001258_00
learned_minus_fixed,RELLIS-3D,1.2386529457675266e-07,-2.921818315071434e-07,-5.434723924224727e-07,0.0,00003_001258_00
learned_minus_zero,RELLIS-3D,-1.3910053320298488e-07,-9.235369274884775e-07,-2.1705924993398185e-05,0.0,00003_001258_01
learned_minus_fixed,RELLIS-3D,1.9075779868482634e-06,1.2633492711855432e-05,0.00029710857942788493,0.0,00003_001258_01
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_02
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_02
learned_minus_zero,RELLIS-3D,-3.0605478151812804e-08,1.0045669552871672e-06,2.4211517946071126e-05,0.0,00003_001258_03
learned_minus_fixed,RELLIS-3D,3.9836086418443273e-07,-1.3330505098219092e-05,-0.0003216602480691222,0.0,00003_001258_03
learned_minus_zero,RELLIS-3D,1.192921853521156e-07,-6.276065960264532e-07,-1.1387264240880768e-05,0.0,00003_001258_04
learned_minus_fixed,RELLIS-3D,-3.060248982000857e-06,1.3196491177369651e-05,0.00022105517432180477,0.0,00003_001258_04
learned_minus_zero,RELLIS-3D,-3.916678870119483e-09,5.952932725650228e-07,1.6446964000493836e-05,0.0,00003_001258_05
learned_minus_fixed,RELLIS-3D,-5.003114078583337e-08,-1.0615328558283288e-05,-0.0002976520940691785,0.0,00003_001258_05
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_06
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_06
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_07
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001258_07
learned_minus_zero,RELLIS-3D,1.0099860614509737e-07,-6.055801082816004e-09,2.9302150572618757e-06,0.0,00003_001298_00
learned_minus_fixed,RELLIS-3D,-1.287417080275688e-06,-6.353194987873678e-07,-4.6133462975106454e-05,0.0,00003_001298_00
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_01
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_01
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_02
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_02
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_03
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_03
learned_minus_zero,RELLIS-3D,7.776042476592693e-09,6.416391973296243e-08,1.7210119196420237e-06,0.0,00003_001298_04
learned_minus_fixed,RELLIS-3D,-5.71116329783905e-08,-1.507419829183121e-06,-3.554367552283111e-05,0.0,00003_001298_04
learned_minus_zero,RELLIS-3D,-2.415044969561464e-07,-1.00647848488844e-06,-2.1838815493779862e-05,0.0,00003_001298_05
learned_minus_fixed,RELLIS-3D,3.2240294351448817e-06,1.7007124822443487e-05,0.00034277327616472064,0.0,00003_001298_05
learned_minus_zero,RELLIS-3D,1.6739876651516994e-07,2.2860047232953207e-07,9.724956642642724e-06,0.0,00003_001298_06
learned_minus_fixed,RELLIS-3D,-2.445855468158342e-06,-2.268841870600724e-06,-0.00012316600331985228,0.0,00003_001298_06
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_07
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001298_07
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001631_00
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001631_00
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001631_01
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001631_01
learned_minus_zero,RELLIS-3D,3.876654227630283e-07,-4.173396052076228e-07,7.154795884645182e-06,0.0,00003_001631_04
learned_minus_fixed,RELLIS-3D,-3.6221957314674924e-06,3.965072707279305e-06,-6.555916610295753e-05,0.0,00003_001631_04
learned_minus_zero,RELLIS-3D,7.350852448961831e-08,-4.163197264706042e-08,2.000872143526067e-06,0.0,00003_001631_05
learned_minus_fixed,RELLIS-3D,-7.532381677277655e-07,3.8179056005560597e-07,-2.1458191941547966e-05,0.0,00003_001631_05
learned_minus_zero,RELLIS-3D,1.878833242319189e-07,-1.3906837847965647e-06,-1.448856952812605e-05,0.0,00003_001631_06
learned_minus_fixed,RELLIS-3D,-1.859146352978236e-06,1.3457964353369434e-05,0.00013894776100009665,0.0,00003_001631_06
learned_minus_zero,RELLIS-3D,1.807915153695383e-07,-1.3780782669448044e-06,-1.55139057138598e-05,0.0,00003_001631_07
learned_minus_fixed,RELLIS-3D,-1.813071366263408e-06,1.3132492636347415e-05,0.0001449822527828104,0.0,00003_001631_07
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001643_00
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001643_00
learned_minus_zero,RELLIS-3D,-4.34334312071627e-07,-2.4268705400842805e-07,-1.8528728750411005e-05,0.0,00003_001643_01
learned_minus_fixed,RELLIS-3D,5.5570283215566896e-06,2.7895658568644066e-06,0.00023171995279014368,0.0,00003_001643_01
learned_minus_zero,RELLIS-3D,-4.152071736429619e-08,4.171856571311139e-08,-8.070165158358122e-07,0.0,00003_001643_02
learned_minus_fixed,RELLIS-3D,3.8936051299787167e-07,-7.993168466002842e-07,-5.850857220934813e-07,0.0,00003_001643_02
learned_minus_zero,RELLIS-3D,6.35320129838135e-11,-4.3798953797136164e-08,-7.075257162370008e-07,0.0,00003_001643_03
learned_minus_fixed,RELLIS-3D,1.0852335435851401e-07,4.0427765113371095e-07,1.0050708718623014e-05,0.0,00003_001643_03
learned_minus_zero,RELLIS-3D,1.3662031519423579e-06,3.2811696618617603e-06,0.0001262932448327092,0.0,00003_001643_04
learned_minus_fixed,RELLIS-3D,-1.3872273667780988e-05,-3.4933263370784395e-05,-0.0013157686442006877,0.0,00003_001643_04
learned_minus_zero,RELLIS-3D,2.1125262650301124e-08,-1.3889358352336956e-06,-2.9678400011334816e-05,0.0,00003_001643_05
learned_minus_fixed,RELLIS-3D,-4.602806862874509e-07,1.715714809935598e-05,0.0003575793000791805,0.0,00003_001643_05
learned_minus_zero,RELLIS-3D,8.397191775255664e-09,9.895025054884599e-08,2.0853776767637555e-06,0.0,00003_001643_06
learned_minus_fixed,RELLIS-3D,-2.9258713563073968e-08,-2.524870643672017e-07,-5.599620330087873e-06,0.0,00003_001643_06
learned_minus_zero,RELLIS-3D,-2.3840307111777648e-07,-4.5629874179109464e-07,-1.4532886432050418e-05,0.0,00003_001808_01
learned_minus_fixed,RELLIS-3D,3.2796157909964485e-06,6.93161572218326e-06,0.00020952109192151624,0.0,00003_001808_01
learned_minus_zero,RELLIS-3D,2.354536288162734e-09,1.269132574588383e-07,1.6439691403746792e-06,0.0,00003_001808_02
learned_minus_fixed,RELLIS-3D,-0.01413869459914896,-2.4151113903192467e-06,-0.419522680605537,0.0,00003_001808_02
learned_minus_zero,RELLIS-3D,2.888020612101805e-07,-2.6235070227365043e-08,9.441060957016134e-06,0.0,00003_001808_03
learned_minus_fixed,RELLIS-3D,-2.9253290719233327e-06,7.011604835627239e-07,-8.806794565074938e-05,0.0,00003_001808_03
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001808_04
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001808_04
learned_minus_zero,RELLIS-3D,-5.753521514773041e-08,8.859952069784072e-07,1.3056144343437381e-05,0.0,00003_001808_05
learned_minus_fixed,RELLIS-3D,6.26277644799611e-07,-8.515029049860345e-06,-0.00012301379534029877,0.0,00003_001808_05
learned_minus_zero,RELLIS-3D,-1.2732912668678154e-07,-3.5488695415697435e-06,-7.696203545748403e-05,0.0,00003_001808_07
learned_minus_fixed,RELLIS-3D,1.2621559753456246e-06,3.847887679486739e-05,0.0008289247946287048,0.0,00003_001808_07
learned_minus_zero,RELLIS-3D,-0.006306031893778097,8.345234143725122e-07,-0.18685454283574643,0.0,00003_001891_00
learned_minus_fixed,RELLIS-3D,-6.862517266947865e-06,-1.1333741049224244e-05,-0.00034183344572547014,0.0,00003_001891_00
learned_minus_zero,RELLIS-3D,-1.8069564655665005e-07,-4.4885145855655395e-07,-1.1675512363140683e-05,0.0,00003_001891_02
learned_minus_fixed,RELLIS-3D,2.947402777842001e-06,6.999670951191028e-06,0.00018623373040504987,0.0,00003_001891_02
learned_minus_zero,RELLIS-3D,-3.0319872001971504e-08,-2.2307133151766578e-07,-4.383403934937746e-06,0.0,00003_001891_03
learned_minus_fixed,RELLIS-3D,5.142808361946472e-07,3.0352014729340127e-06,6.304170459614511e-05,0.0,00003_001891_03
learned_minus_zero,RELLIS-3D,4.815434939686725e-09,1.2712161823191792e-07,2.4113323959795707e-06,0.0,00003_001891_04
learned_minus_fixed,RELLIS-3D,-7.783671374106405e-08,-1.7435241654872868e-06,-3.3501581615524856e-05,0.0,00003_001891_04
learned_minus_zero,RELLIS-3D,7.58889195373591e-08,2.5015797178173926e-07,7.604527709759168e-06,0.0,00003_001891_07
learned_minus_fixed,RELLIS-3D,-6.751847607122663e-07,-2.7815939598330175e-06,-7.78687583675719e-05,0.0,00003_001891_07
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_00
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_00
learned_minus_zero,RELLIS-3D,1.144436967970286e-07,3.2178422260109585e-07,8.59312537393464e-06,0.0,00003_001944_02
learned_minus_fixed,RELLIS-3D,-1.1264955465106752e-06,-3.1856458341250615e-06,-8.488148591290212e-05,0.0,00003_001944_02
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_03
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_03
learned_minus_zero,RELLIS-3D,1.5402156294808123e-07,3.1255592336520976e-08,7.500173495600393e-06,0.0,00003_001944_04
learned_minus_fixed,RELLIS-3D,-1.6818888745051552e-06,-1.2280328834934906e-06,-0.00010311985890609776,0.0,00003_001944_04
learned_minus_zero,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_05
learned_minus_fixed,RELLIS-3D,0.0,0.0,0.0,0.0,00003_001944_05
learned_minus_zero,RELLIS-3D,-2.1036936426188646e-07,2.082270199266212e-06,2.868183713644612e-05,0.0,00003_001944_06
learned_minus_fixed,RELLIS-3D,2.2120140854564596e-06,-2.3187984577566212e-05,-0.0003236682496705612,0.0,00003_001944_06
learned_minus_zero,RELLIS-3D,-2.7287511361606676e-08,-2.0850783932768735e-07,-4.888458061458323e-06,0.0,00003_001944_07
learned_minus_fixed,RELLIS-3D,3.2254785004015574e-07,2.4646280445406177e-06,5.7783107173747794e-05,0.0,00003_001944_07
